"","review_id","stars","text","cool","useful","funny","scores","review_type","Predicted_Stars"
"122","_Ctic3_Iuw0ECtqH2Yw5yQ","5","Took my fiance' there for Valentine's day/ Birthday.  I did a lot of research of romantic places around the Valley, and this one really caught my eye.  Immediately after walking through the door, you'll notice a dark and romantic ambiance with a lot of candle light.  Seating is a bit tight, but it wasn't bad enough for me to give it a lower review.  We began with an appetizer called ""Table side guacamole"" which was incredible to say the least.  It literally is made in front of your table.  Then it was onto the main dish... Build-your-own  Pork tacos.  Talk about tender meat!!  The shoulder of pork literally fell right off onto the fork.  The tortillas were exceptional, and so was the tasty sauce which included pineapple glaze.  So, the food was absolutely delicious...but the service was equally impressive.  My water level never reached the bottom of the glass the entire night, and I drink plenty!  Everyone was incredibly nice and cheerfully said ""Happy Valentine's Day!"" and ""Happy Birthday!"" to my fiance', which made the experience even better.  A fantastic place that I'll have no problem recommending to others to visit!",1,0,0,5,"Positive","4"
"125","L1ur4N-XFG_kviP0M2_SCA","5","I love this restaurant!! I have been a fan of the Newport Beach location for years. Scottsdale definitely did not disappoint! The staff is friendly and knowledgeable. The drinks are fresh (worth the extra wait for the tasty Cucumber Jalapeño marg). And the food? Goes without saying, it's CRAVE worthy. This is a new location, so I expected the usual growing pains. But overall, a great dining experience. Welcome to the neighborhood, SOL Cocina!",1,0,0,3,"Positive","5"
"128","Oz9HXBHI8cqTeFgEusyUrw","5","Very friendly and knowledgeable guys.",0,0,0,1,"Positive","4"
"135","QESrotRf2_9329fpBgKvsw","5","I have been here several times now and have never had a bad experience yet.  Good food, good service; no complaints.   Still have never made it here for happy hour, but their specials during that time seem like quite a deal.  The staff are always friendly and seem to remember us from one visit to another.  I've only ever eaten sushi here, but they have a lot of other menu items that I would like to try at some point, but I always turn to the sushi as it has always been good and fresh.  I would recommend trying this restaurant.",1,2,1,3.5,"Positive","4"
"141","tCps1BXBR4ZUOF-uTxUBMw","1","Other than the really great happy hour prices, its hit or miss with this place. More often a miss. :(

The food is less than average, the drinks NOT strong ( at least they are inexpensive) , but the service is truly hit or miss.

I'll pass.",0,0,0,1,"Positive","4"
"142","Qp7lu-oy_cLz71bjLgpNjA","4","Yes this is a chain but after traveling in Maui for a week and then coming back home to Kahlua Pork from Rumbi, I can honestly say that the Kahlua pork here is better than any of the places I ate it at in Hawaii. Crazy huh? The Kahlua pork at Rumbi is so moist and tender and when its paired with some of their magnificent teriyaki sauce and Rumbi rice (rice cooked with coconut milk and beans), it is out of this world. The Kahlua pork plate at Rumbi has lately been the first meal that comes to mind when I want comfort food. This is a bit of a problem cause that is normally on a work day during lunch and after eating a meal of pork, rice, mac salad, and coleslaw, I am just down right exhausted and in dire need of a nap. 
I used to come here quite frequently but forgot about this place and I am not sure why. Besides the Kahlua pork and Rumbi rice, I can say that their mac salad, sweet potato fries, and their beach burger are really good as well. If you are looking for something different, yet tasty and satisfying, try Rumbi. I think you will enjoy it.",0,0,0,3.5,"Positive","4"
"144","b6hHEpYexHQ6LNhDLJ8Efw","3","Service was faster than some of the other (but better) Indian restaurants I have been to in the area. The food was so-so. Nothing special. I enjoy spicy Indian food, but the ""hot"" was not. The only reason we ate there was the buy one get one free in the Phoenix area coupon book... no that, was a good value.",0,0,0,3,"Positive","5"
"161","3R_6Havc78W_IWkOhK1Liw","5","Where to begin?

This is my favorite Mexican food establishment ever. I've been frequenting Carolina's for years and never once have I been disappointed. Some might compare it to Filiberto's or any of those [insert surname here]berto's but this is on a whole different level.

Atmosphere-wise it's one step above a sketchy hole-in-the-wall but the food makes up for everything the appearance of the place lacks. I don't know their secret but their beans, the tortillas, the salsa... it's all to die for. And IT'S. SO. CHEAP. Like, seriously, I'd dish out more money for this food but the fact that it really is that cheap is the icing on the cake. 

It's almost always busy but it's always worth the wait. Always.

If you haven't gone... you're missing out.",2,3,2,-1.5,"Negative","2"
"169","ENbvrftx0kvaDfrR1mchSA","4","Went here this morning around 10 am. There was like a 20 minute wait, but no biggie. Service was fast, orders were fresh and correct, and place was clean. It is the Waffle House, not a fancy joint. So for what it is, it was good. Plus the staff are all very easy going and create a fun lively atmosphere. Good for a casual breakfast.",0,0,0,5.5,"Positive","4"
"170","iDujx3HhzFt3mv4KPay6eA","4","Where do I begin? I love Casey Moore's!

What a great ambiance! The outside patio is where it's at, with tons of seating and misters. Lots of beautiful decorations to stare at while you're waiting for friends to arrive, and the staff as well as fellow patrons are always very friendly.

When I feel like getting in touch with my hippie side I go to Casey Moores, because I can always expect to find someone outside painting a work of art, or photographing the wandering cats (yes, they have cats! they're well-fed and happy). 

It gets pretty busy after 5pm, but the good news is that if you arrive before 5 you can bring your pets and stay all night. I bring my dog in all the time, and she is always met with animal lovers who didn't know they could bring their pets.. so now you know!

The oysters are good, but if you're eating them out on the patio the heat kind of kills that deal for you. I had never tried oysters before going to Casey's but they are surprisingly tasty and comparatively better than other oyster houses.

If you're feeling pretty ballsy, go pee on the Blarney Stone! Every time I go there I wish I was a man so I could do it.",2,1,0,5.5,"Positive","4"
"176","31mOjx2g1F2xAVi20JQP1g","4","Good pizza. Nice and laid back. Good staff too.",0,0,0,1.5,"Positive","5"
"179","6wih8fh9hGHRCc4tk6U3ew","5","I have only gotten the cafe sua da (iced coffee) here but it's the best I have had yet. When you walk in there is always fresh coffee lined up in cups on the counter ready to be mixed with sweetened condensed milk. I don't get to Mesa often but when I do I go here for the wonderful, rich, dark and creamy coffee. This is strong stuff; that first sip is so good. The richness, full flavor, creamy caramel flavors are heavenly.  And as the ice melts, it mellows out the flavor a little and it's still great. I can't say I have had all the cafe sua da in the valley, but what I have had; this is my favorite. 

Next time I come to Mesa for work I will need to come at lunch time so I can try the pho.",0,0,0,5.5,"Positive","4"
